"uid","namedLocation","domainID","siteID","plotID","trapID","weighDate","setDate","collectDate","ovenStartDate","ovenEndDate","fieldSampleID","massSampleID","samplingProtocolVersion","functionalGroup","dryMass","qaDryMass","remarks","measuredBy"
"b03b1d47-95f4-4b06-b221-308746704463","BART_046.basePlot.ltr","D01","BART","BART_046","BART_046_852","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART046852.20161024","NEON.LTR.BART046852.20161024.FLR","NEON.DOC.001710vE","Flowers",0.03,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"cf39f42e-49e0-41fc-a3b0-36d6a6270814","BART_046.basePlot.ltr","D01","BART","BART_046","BART_046_852","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART046852.20161024","NEON.LTR.BART046852.20161024.LVS","NEON.DOC.001710vE","Leaves",74.98,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"d32c3a95-7f19-4fbe-bef3-73ab06bb94db","BART_046.basePlot.ltr","D01","BART","BART_046","BART_046_852","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART046852.20161024","NEON.LTR.BART046852.20161024.WDY","NEON.DOC.001710vE","Woody material",0.03,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"e4472958-8f35-49a7-b485-c6ee3c84c063","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.OTH","NEON.DOC.001710vE","Other",0.18,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"febbc282-a33d-41fc-919c-def1948bd007","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.FLR","NEON.DOC.001710vE","Flowers",0,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"5b8106c3-2b82-4d9c-b361-fd5c0cbc2340","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.27,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"22f2fe8f-c334-4c43-92e9-04de1d942b88","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.WDY","NEON.DOC.001710vE","Woody material",0.03,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"3c2f3671-f2bb-4fac-be74-ffdf1bce579c","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.NDL","NEON.DOC.001710vE","Needles",1.03,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"35ac44e2-3985-411d-9c43-638360a5c130","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.LVS","NEON.DOC.001710vE","Leaves",71.43,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"458141c2-5f34-445e-8a39-83cab17c6df1","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART074555.20161024","NEON.LTR.BART074555.20161024.SDS","NEON.DOC.001710vE","Seeds",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"49202180-0556-4f0f-bc95-bb4b334e697d","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",1.61,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"fddd0144-1e3b-4b60-b3ec-1c34e5a97f8b","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"20f3b439-4ffa-4456-8307-8e2cb481e521","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.NDL","NEON.DOC.001710vE","Needles",3.33,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"36748fbf-ffcc-4055-8766-8806c963d5c4","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.LVS","NEON.DOC.001710vE","Leaves",54.05,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"156035a1-0099-4965-8799-73f4a591606b","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.OTH","NEON.DOC.001710vE","Other",0.23,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"bac7d0e1-7833-4413-a579-951a188f83ff","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"deb03c3a-08c8-4272-b2fc-5729bd82af82","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.SDS","NEON.DOC.001710vE","Seeds",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"337ff4a0-e508-4799-9b69-4904ee705242","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART072567.20161024","NEON.LTR.BART072567.20161024.WDY","NEON.DOC.001710vE","Woody material",0.05,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"2b8af312-0771-48bf-b358-1c45c7e079e8","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.OTH","NEON.DOC.001710vE","Other",1.29,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"c9cf45f6-082f-451b-886e-9adccf6bcb1f","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",9.04,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"f7101198-32db-4d6c-98f2-ae8324e8ed09","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.WDY","NEON.DOC.001710vE","Woody material",0.17,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"1790c55c-3314-4cc7-b56e-521ec5831739","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.SDS","NEON.DOC.001710vE","Seeds",0.04,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"30ca0ef3-8b26-460a-a3f4-d9c3015134af","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.LVS","NEON.DOC.001710vE","Leaves",39.97,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"1f8374f5-99dd-414a-b729-e3be1dbaccb0","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050046.20161024","NEON.LTR.BART050046.20161024.NDL","NEON.DOC.001710vE","Needles",6.51,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"de79c406-1c04-4971-8fbb-61ed48dadefd","BART_032.basePlot.ltr","D01","BART","BART_032","BART_032_293","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART032293.20161024","NEON.LTR.BART032293.20161024.FLR","NEON.DOC.001710vE","Flowers",0,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"c594e11b-ac11-410f-9d8e-5a1d289ee73a","BART_032.basePlot.ltr","D01","BART","BART_032","BART_032_293","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART032293.20161024","NEON.LTR.BART032293.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",1.18,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"6593cd15-e980-47c3-8bb7-26712db1c3e4","BART_032.basePlot.ltr","D01","BART","BART_032","BART_032_293","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART032293.20161024","NEON.LTR.BART032293.20161024.OTH","NEON.DOC.001710vE","Other",0.93,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"faf1ea8e-2982-42a4-966f-a2567c04fcd6","BART_032.basePlot.ltr","D01","BART","BART_032","BART_032_293","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART032293.20161024","NEON.LTR.BART032293.20161024.NDL","NEON.DOC.001710vE","Needles",1.46,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"00d9f2d1-f708-4cad-98cc-04ad95be0734","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.SDS","NEON.DOC.001710vE","Seeds",0.11,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"aced3669-c882-4192-b72a-c193b98cdabd","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.94,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"f5050296-63a5-4d0a-be55-946c2b359d14","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"600260f5-9ed8-4b2b-8a47-5b6c83d6c0be","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.OTH","NEON.DOC.001710vE","Other",0.25,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"cd746763-694c-48e0-a25f-d05ddcced2d4","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.WDY","NEON.DOC.001710vE","Woody material",0.41,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"98217678-9554-4974-ba7e-cbbef6ba3b40","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.NDL","NEON.DOC.001710vE","Needles",4.23,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"a27f8426-4415-417e-9574-5af34005ed9e","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART071382.20161024","NEON.LTR.BART071382.20161024.LVS","NEON.DOC.001710vE","Leaves",52.39,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"635cd2dd-df10-4058-ae69-45e46934791c","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.SDS","NEON.DOC.001710vE","Seeds",0.02,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"7a905622-1f8e-477e-bce0-b9155d7cd4a1","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.WDY","NEON.DOC.001710vE","Woody material",0.07,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"efd0feaa-d02b-40ba-91a1-2f977d2a747a","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.NDL","NEON.DOC.001710vE","Needles",0.91,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"622c0f24-c305-4f11-a4ad-9cd7cff28b38","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.02,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"f06874f3-faa8-445b-9dd4-c555f15b79a9","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.78,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"a0237bfd-4063-489b-8f22-1315a6db241c","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.SDS","NEON.DOC.001710vE","Seeds",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"f111008b-1c90-4dc6-82c7-7aa3a656688d","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.WDY","NEON.DOC.001710vE","Woody material",5.17,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"5b2c33e9-bb20-4267-b9b5-686847441c78","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.LVS","NEON.DOC.001710vE","Leaves",65.99,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"f1c1bdb8-1b9c-4410-8d84-ad9bb2c11666","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.LVS","NEON.DOC.001710vE","Leaves",39.15,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"bda6f445-120d-4acd-980b-90ee381ea79a","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.OTH","NEON.DOC.001710vE","Other",0.11,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"22e6abb5-aefd-45bd-a656-20bf8209dede","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.FLR","NEON.DOC.001710vE","Flowers",0,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"09a01c8e-4dbc-4152-bf1d-e854fb7a63d3","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"98363136-32e3-4620-a248-4e890938b448","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART070790.20161024","NEON.LTR.BART070790.20161024.OTH","NEON.DOC.001710vE","Other",3.93,"Y","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"85e5dccf-25ab-405e-88bd-4dc28fd4d815","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART033453.20161024","NEON.LTR.BART033453.20161024.NDL","NEON.DOC.001710vE","Needles",0.11,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"c3e3ade6-fdd6-4792-aa59-7b8d7fff8989","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.NDL","NEON.DOC.001710vE","Needles",2.75,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"1906e1c0-946c-45b8-816f-7b78bd842a1e","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"ecf6bead-10c7-42bc-97c3-5396b00a36b3","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.LVS","NEON.DOC.001710vE","Leaves",103.67,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"0bed190e-5559-429a-8482-f267814c987a","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.24,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"4d3d95cd-df60-4e4d-855b-941aec8fe529","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.SDS","NEON.DOC.001710vE","Seeds",0.02,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"56527df0-5331-41b1-8e18-fb4e09ba89fc","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.WDY","NEON.DOC.001710vE","Woody material",0.29,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"e541345c-a67c-4ae7-85f0-ebc7799686fd","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART042587.20161024","NEON.LTR.BART042587.20161024.OTH","NEON.DOC.001710vE","Other",0.41,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"f26c4a01-702b-43ca-a015-77193490dcae","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.OTH","NEON.DOC.001710vE","Other",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"d2c92be5-34fa-45f3-bc93-882a25863116","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.SDS","NEON.DOC.001710vE","Seeds",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"2664bfcd-aeea-46a3-96d6-07f29ca27dc6","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"095d2d06-b93a-4b13-ae34-53290ac4cb25","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.08,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"34aa284f-2fe1-444d-ba52-85f7c6a31e28","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.WDY","NEON.DOC.001710vE","Woody material",0.08,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"78604bf1-cc50-4c0c-a80d-b2e268aed1f1","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.LVS","NEON.DOC.001710vE","Leaves",67.91,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"ba63da16-9eda-4322-9710-1c9704f68c4b","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_531","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART044531.20161024","NEON.LTR.BART044531.20161024.NDL","NEON.DOC.001710vE","Needles",0.19,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"e3c746dc-cccc-47c6-b875-8222ea25e983","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_451","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART034451.20161024","NEON.LTR.BART034451.20161024.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"aa901051-56c9-4d96-a44a-7e929e613b6d","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_451","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART034451.20161024","NEON.LTR.BART034451.20161024.TWI","NEON.DOC.001710vE","Twigs/branches",0.09,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"175d0012-bd00-47a6-b9cb-29503ece7f1c","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_451","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART034451.20161024","NEON.LTR.BART034451.20161024.NDL","NEON.DOC.001710vE","Needles",0.68,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"2ec3175b-ea74-4b9e-a366-ed11cb1c0b71","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_451","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART034451.20161024","NEON.LTR.BART034451.20161024.LVS","NEON.DOC.001710vE","Leaves",65.6,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"de63b821-922b-4525-a983-440d1bf82213","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_808","2016-10-31","2016-10-10","2016-10-24","2016-10-26T13:00Z","2016-11-01T11:30Z","NEON.LTR.BART050808.20161024","NEON.LTR.BART050808.20161024.OTH","NEON.DOC.001710vE","Other",5.96,"N","","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
